KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
7288306,0.985,0,0,0,0,96.169569,0.00109,-0.00109,170.2581,0.00954,-0.00954,0.049,0.411,-0.049,7.496,0.275,-0.275,895.0,52.0,-52.0,2.07,0.33,-0.14,321.0,2.52,1.3,-0.58,20.0,1.0,1,5340.0,160.0,-160.0,4.633,0.036,-0.09,0.702,0.112,-0.048,293.72717,42.806759,15.796,1,2
7282168,0.0,0,0,1,1,0.56681727,8.65e-06,-8.65e-06,131.7715,0.0114,-0.0114,0.042,0.426,-0.042,1.779,0.294,-0.294,35.9,5.1,-5.1,0.42,0.08,-0.03,1832.0,2676.11,1519.14,-575.96,9.1,1.0,1,5481.0,163.0,-146.0,4.629,0.035,-0.112,0.708,0.128,-0.046,291.83051,42.867729,14.916,0,0
9457728,0.985,0,0,0,0,4.37992345,4.58e-05,-4.58e-05,133.99121,0.00899,-0.00899,0.728,0.224,-0.497,4.949,0.24,-0.24,15.5,1.3,-1.3,0.81,0.03,-0.05,1608.0,1579.65,198.86,-268.89,13.9,1.0,1,6311.0,76.0,-76.0,3.993,0.016,-0.018,1.918,0.069,-0.128,288.59967,46.031712,10.438,1,1
11810124,0.999,0,0,0,0,11.6044881,0.000113,-0.000113,139.05603,0.00673,-0.00673,0.118,0.334,-0.118,3.409,0.209,-0.209,268.0,20.3,-20.3,1.88,0.28,-0.34,841.0,118.5,47.61,-43.33,14.5,2.0,1,5533.0,83.0,-74.0,4.275,0.168,-0.112,1.166,0.174,-0.212,289.66489,50.020039,15.254,1,1
5534941,0.994,0,0,0,0,3.70063251,1.77e-05,-1.77e-05,133.16065,0.00406,-0.00406,0.71,0.24,-0.492,5.408,0.102,-0.102,68.6,2.6,-2.6,1.24,0.19,-0.43,1329.0,737.02,316.9,-446.43,29.8,1.0,1,5423.0,108.0,-97.0,4.105,0.36,-0.112,1.404,0.21,-0.49,292.25247,40.792721,13.024,1,1
3449540,0.0,0,1,0,0,1.606003121,4.6e-08,-4.6e-08,132.4945147,2.41e-05,-2.41e-05,0.496,0.003,-0.001,4.88602,0.00038,-0.00038,403000.0,0.0,0.0,360.08,113.0,-48.4,3359.0,30041.73,24542.64,-8155.62,4679.3,1.0,1,5297.0,69.0,-37.0,2.909,0.121,-0.148,5.059,1.586,-0.68,292.93695,38.593071,14.194,0,0
6525196,0.0,0,1,0,0,1.710299164,8.5e-08,-8.5e-08,131.6153344,4.09e-05,-4.09e-05,0.878,0.015,-0.017,3.92227,0.00115,-0.00115,157000.0,30.2,-30.2,57.97,7.6,-6.86,1638.0,1700.05,590.66,-450.76,2291.1,1.0,1,6082.0,79.0,-85.0,4.385,0.11,-0.11,1.006,0.132,-0.119,292.71802,41.922459,10.154,0,0
8167996,1.0,0,0,0,0,5.21230171,1.31e-05,-1.31e-05,132.71052,0.00203,-0.00203,0.187,0.254,-0.187,2.098,0.0639,-0.0639,430.0,16.2,-16.2,1.04,0.06,-0.11,537.0,19.7,4.28,-5.15,29.3,3.0,1,3716.0,73.0,-83.0,4.74,0.056,-0.024,0.506,0.031,-0.051,292.64236,44.087669,15.018,1,2
8381693,0.0,1,0,0,0,21.5702917,0.000647,-0.000647,137.2647,0.0245,-0.0245,1.155,0.98,-0.12,40.4,2.5,-2.5,149.0,6.1,-6.1,29.53,8.46,-13.8,888.0,146.81,126.37,-109.66,41.0,1.0,1,6070.0,181.0,-181.0,3.983,0.472,-0.157,1.628,0.466,-0.758,297.13824,44.378078,13.86,0,0
11231334,0.0,0,1,0,0,4.15743922,2.58e-05,-2.58e-05,172.50464,0.00482,-0.00482,1.242,2.979,-0.143,9.572,0.364,-0.364,1470.0,37.3,-37.3,96.99,14.5,-36.3,2089.0,4503.26,2036.22,-2921.28,52.5,1.0,1,6529.0,156.0,-176.0,3.657,0.312,-0.078,3.131,0.468,-1.171,284.54184,48.961281,9.887,0,0
6438099,0.989,0,0,0,0,21.61313362,9.55e-05,-9.55e-05,137.02689,0.00377,-0.00377,0.714,0.057,-0.507,1.52,0.128,-0.128,818.0,70.4,-70.4,1.94,0.23,-0.1,503.0,15.14,6.15,-3.12,13.8,1.0,1,5267.0,156.0,-156.0,4.681,0.025,-0.075,0.632,0.075,-0.034,290.22067,41.868721,15.862,1,1
6545051,0.0,0,0,1,1,1.99566293,3e-05,-3e-05,132.8585,0.015,-0.015,0.564,0.013,-0.47,4.514,0.273,-0.273,197.0,10.6,-10.6,1.11,0.16,-0.09,1182.0,462.26,220.64,-114.5,21.9,1.0,1,5235.0,158.0,-158.0,4.595,0.032,-0.097,0.771,0.112,-0.06,297.82056,41.96693,15.734,0,0
12108293,0.0,0,1,1,1,0.705455349,4.08e-06,-4.08e-06,131.67764,0.00501,-0.00501,0.447,0.029,-0.447,2.469,0.148,-0.148,74.9,5.0,-5.0,0.64,0.11,-0.04,1693.0,1936.09,1019.96,-456.52,18.0,1.0,1,5383.0,159.0,-143.0,4.614,0.035,-0.105,0.736,0.122,-0.057,289.94019,50.652771,14.837,0,0
5441980,1.0,0,0,0,0,5.89399142,1.11e-06,-1.11e-06,173.485973,0.000141,-0.000141,0.867,0.017,-0.022,1.2737,0.0282,-0.0282,11000.0,83.8,-83.8,11.16,1.2,-0.46,940.0,185.03,54.41,-23.99,252.5,1.0,1,5713.0,77.0,-77.0,4.541,0.013,-0.085,0.893,0.096,-0.037,289.80908,40.615841,14.377,1,1
8168581,0.0,0,1,0,0,2.881338104,3.28e-06,-3.28e-06,132.909319,0.000961,-0.000961,1.271,4.206,-0.04,3.5943,0.0408,-0.0408,2530.0,27.3,-27.3,31.58,9.4,-2.94,1206.0,501.88,442.73,-144.4,111.3,1.0,1,5783.0,163.0,-204.0,4.539,0.035,-0.196,0.88,0.262,-0.082,292.84973,44.060638,15.139,0,0
3219643,0.0,0,0,0,0,24.3367026,0.00029,-0.00029,154.3759,0.0111,-0.0111,0.577,0.046,-0.464,2.539,0.392,-0.392,551.0,53.1,-53.1,1.95,0.19,-0.21,526.0,18.07,6.49,-5.36,13.4,1.0,1,5141.0,153.0,-153.0,4.505,0.088,-0.072,0.806,0.08,-0.088,286.76147,38.34351,15.581,1,1
4570931,0.0,0,0,1,1,1.544927524,2.74e-06,-2.74e-06,133.54909,0.00143,-0.00143,0.533,0.002,-0.462,1.0134,0.0535,-0.0535,139.0,7.0,-7.0,1.39,0.41,-0.19,1824.0,2606.96,2292.85,-914.58,25.4,1.0,1,6309.0,169.0,-207.0,4.34,0.108,-0.201,1.132,0.34,-0.157,294.18967,39.617119,13.643,0,0
9451706,0.999,0,0,0,0,48.6303805,0.000162,-0.000162,172.54736,0.00246,-0.00246,0.034,0.421,-0.034,7.0805,0.0889,-0.0889,340.0,6.6,-6.6,2.48,0.06,-0.06,590.0,28.6,4.04,-2.96,53.9,2.0,1,6075.0,122.0,-97.0,4.264,0.012,-0.012,1.352,0.036,-0.03,285.19,46.027962,11.485,1,2
10519701,0.079,1,0,0,0,334.87402,0.0241,-0.0241,426.2844,0.0478,-0.0478,1.165,6.891,-0.331,35.42,4.1,-4.1,388.0,28.0,-28.0,47.48,8.78,-16.3,408.0,6.52,3.78,-4.0,19.1,1.0,1,6122.0,183.0,-165.0,3.811,0.293,-0.098,2.348,0.434,-0.806,284.42633,47.737759,13.381,0,0
9027841,0.0,0,1,0,0,0.503999678,1.45e-07,-1.45e-07,131.631544,0.000235,-0.000235,0.962,0.103,-0.013,0.5421,0.0211,-0.0211,976.0,6.9,-6.9,2.97,0.17,-0.19,1605.0,1566.41,405.93,-353.5,96.8,1.0,1,4898.0,146.0,-146.0,4.686,0.054,-0.027,0.568,0.033,-0.037,293.95221,45.31826,15.498,0,0
5802470,0.0,0,1,0,0,3.79187443,3.26e-07,-3.26e-07,134.134368,7.07e-05,-7.07e-05,0.798,0.011,-0.117,3.5521,0.00473,-0.00473,231000.0,143.0,-143.0,47.49,9.59,-3.22,1004.0,240.31,150.25,-53.02,1111.9,1.0,1,5622.0,168.0,-151.0,4.619,0.032,-0.128,0.723,0.146,-0.049,295.15628,41.052559,13.764,0,0
8330548,0.0,0,0,1,1,1.914158508,1.51e-06,-1.51e-06,134.644919,0.000665,-0.000665,0.942,0.487,-0.035,3.2917,0.0461,-0.0461,7830.0,83.5,-83.5,13.63,4.73,-1.57,1646.0,1730.47,1771.72,-553.75,124.6,1.0,1,6289.0,174.0,-217.0,4.407,0.07,-0.224,1.118,0.388,-0.129,301.01672,44.233841,14.446,0,0
3937814,0.409,0,0,0,0,8.19619768,6.33e-05,-6.33e-05,135.10435,0.00651,-0.00651,0.781,0.186,-0.546,2.109,0.245,-0.245,197.0,25.4,-25.4,1.55,0.17,-0.21,851.0,123.81,38.44,-36.69,9.3,2.0,1,5323.0,79.0,-79.0,4.378,0.126,-0.084,0.995,0.111,-0.135,286.05243,39.09605,15.188,1,1
7831363,0.0,0,1,0,0,2.81753381,7.72e-05,-7.72e-05,132.8937,0.0224,-0.0224,1.373,39.03,-1.238,2.1551,0.0743,-0.0743,3840.0,118.0,-118.0,52.91,14.5,-9.68,1494.0,1180.61,990.68,-507.62,39.3,1.0,1,6313.0,200.0,-244.0,4.325,0.153,-0.187,1.098,0.301,-0.201,294.77493,43.592918,14.248,0,0
3239171,0.609,0,0,0,0,43.581043,0.00199,-0.00199,148.4352,0.0372,-0.0372,0.277,0.183,-0.277,6.883,0.759,-0.759,349.0,45.7,-45.7,1.94,0.59,-0.21,558.0,22.89,20.83,-7.28,8.7,1.0,1,6225.0,194.0,-237.0,4.45,0.065,-0.195,1.031,0.309,-0.111,292.47034,38.394341,15.63,1,1
8145958,0.978,0,0,0,0,3.07551068,1.92e-05,-1.92e-05,134.46857,0.00536,-0.00536,0.005,0.465,-0.005,1.683,0.175,-0.175,46.1,5.9,-5.9,0.84,0.13,-0.14,1389.0,879.95,371.75,-293.44,10.1,1.0,1,5763.0,78.0,-78.0,4.256,0.143,-0.117,1.242,0.2,-0.2,282.84103,44.049728,13.359,1,1
4346178,1.0,0,0,0,0,16.1289679,0.000155,-0.000155,143.75518,0.00746,-0.00746,0.968,0.046,-0.684,6.271,0.366,-0.366,389.0,21.1,-21.1,2.94,0.61,-0.5,715.0,61.87,34.02,-21.74,21.3,1.0,1,5392.0,80.0,-80.0,4.314,0.165,-0.15,1.087,0.227,-0.185,285.27643,39.446911,15.022,1,2
11037335,1.0,0,0,0,0,10.44635944,2.43e-05,-2.43e-05,133.27821,0.0018,-0.0018,0.967,0.03,-0.691,2.749,0.122,-0.122,354.0,11.1,-11.1,2.18,0.64,-0.2,812.0,102.77,88.97,-27.75,34.4,2.0,1,5968.0,161.0,-179.0,4.534,0.036,-0.204,0.881,0.26,-0.081,295.2887,48.59972,14.201,1,2
9580992,1.0,0,0,0,0,37.8034121,0.000374,-0.000374,155.37719,0.00607,-0.00607,0.968,0.021,-0.716,4.641,0.34,-0.34,678.0,36.1,-36.1,2.95,0.54,-0.23,460.0,10.57,6.24,-2.61,20.2,1.0,1,5329.0,175.0,-159.0,4.572,0.032,-0.128,0.819,0.149,-0.064,288.64252,46.21566,15.191,1,1
10669994,0.995,0,0,0,0,2.71603664,1.41e-05,-1.41e-05,132.35962,0.00441,-0.00441,0.44,0.513,-0.242,1.744,0.125,-0.125,98.5,8.7,-8.7,1.05,0.14,-0.06,1360.0,807.43,278.79,-137.87,13.1,1.0,1,6011.0,72.0,-90.0,4.452,0.026,-0.104,1.041,0.138,-0.064,293.62308,47.96191,14.801,1,2
4077526,1.0,0,0,0,0,15.573637,0.000101,-0.000101,132.44282,0.00436,-0.00436,0.946,0.005,-0.671,5.326,0.184,-0.184,468.0,19.6,-19.6,2.94,0.95,-0.41,799.0,96.38,94.75,-34.37,24.7,2.0,1,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,296.35867,39.115189,14.82,1,2
10984090,0.99,0,0,0,0,51.07926451,6.46e-05,-6.46e-05,185.18087,0.000981,-0.000981,0.017,0.267,-0.017,6.3729,0.0312,-0.0312,737.0,6.0,-6.0,2.75,0.39,-0.28,503.0,15.17,6.0,-3.96,126.8,1.0,1,5833.0,105.0,-117.0,4.407,0.085,-0.114,1.022,0.143,-0.107,295.64871,48.49556,12.772,1,2
11622985,1.0,0,0,0,0,18.0243482,0.000115,-0.000115,144.27756,0.00537,-0.00537,0.57,0.378,-0.347,3.575,0.152,-0.152,441.0,29.5,-29.5,1.98,0.61,-0.2,683.0,51.44,46.44,-14.74,17.3,1.0,1,5955.0,161.0,-179.0,4.52,0.037,-0.213,0.91,0.28,-0.093,297.24017,49.616859,15.419,1,1
2569494,0.0,0,1,0,0,1.523298835,5.08e-06,-5.08e-06,132.32762,0.0022,-0.0022,0.41,0.032,-0.035,5.9083,0.084,-0.084,195000.0,1570.0,-1570.0,38.95,6.61,-4.82,1404.0,919.42,543.35,-306.55,174.4,1.0,1,5311.0,204.0,-185.0,4.469,0.104,-0.127,0.866,0.147,-0.107,290.17883,37.848949,17.38,0,0
5650420,0.0,0,1,1,0,1.049406508,2.29e-06,-2.29e-06,131.80328,0.00193,-0.00193,0.112,0.267,-0.112,3.0072,0.0655,-0.0655,448.0,8.7,-8.7,27.45,0.95,-5.41,4913.0,137177.82,14963.98,-53811.77,61.3,1.0,1,4745.0,42.0,-70.0,2.425,0.035,-0.031,13.417,0.466,-2.642,299.19092,40.822639,12.387,0,0
4386047,0.0,0,1,0,0,2.900613144,1.15e-06,-1.15e-06,133.422871,0.000465,-0.000465,0.334,0.01,-0.018,3.7357,0.0116,-0.0116,165000.0,372.0,-372.0,38.63,11.5,-4.94,1289.0,650.9,589.45,-221.47,617.7,1.0,1,5977.0,188.0,-209.0,4.472,0.081,-0.189,0.931,0.277,-0.119,296.43033,39.443489,16.943,0,0
8302450,0.0,0,0,1,1,2.44199803,1.07e-05,-1.07e-05,134.57095,0.00371,-0.00371,0.856,0.135,-0.855,2.759,0.534,-0.534,252.0,19.4,-19.4,1.44,0.35,-0.12,1282.0,638.05,459.75,-161.64,27.2,1.0,1,5970.0,161.0,-179.0,4.564,0.044,-0.176,0.796,0.194,-0.065,292.85965,44.200642,15.282,0,0
11294822,0.513,0,0,0,0,302.34971,0.0101,-0.0101,418.9534,0.02,-0.02,0.468,0.497,-0.253,4.978,0.641,-0.641,622.0,94.8,-94.8,1.98,0.11,-0.13,208.0,0.44,0.12,-0.09,8.0,1.0,1,4829.0,144.0,-129.0,4.564,0.032,-0.048,0.794,0.046,-0.051,290.6962,49.066078,15.222,1,1
5374854,1.0,0,0,0,0,23.7832097,0.000129,-0.000129,179.75013,0.00388,-0.00388,0.01,0.438,-0.01,7.939,0.121,-0.121,257.0,7.2,-7.2,2.01,0.32,-0.38,725.0,65.26,28.57,-26.28,38.3,1.0,1,5877.0,105.0,-129.0,4.233,0.162,-0.108,1.265,0.199,-0.243,295.21744,40.592251,13.716,1,1
3003992,0.0,0,0,1,0,13.55480534,7.92e-05,-7.92e-05,139.81609,0.00541,-0.00541,0.497,0.457,-0.298,2.288,0.172,-0.172,48.3,3.6,-3.6,0.62,0.12,-0.07,679.0,50.41,33.33,-15.75,16.5,2.0,1,5370.0,187.0,-187.0,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157,0,0
9718066,0.08,0,0,0,0,28.9060526,0.000233,-0.000233,158.82431,0.00613,-0.00613,0.863,0.027,-0.591,3.099,0.198,-0.198,99.0,8.3,-8.3,0.79,0.06,-0.02,414.0,6.94,1.86,-0.86,13.3,2.0,1,4657.0,93.0,-93.0,4.641,0.012,-0.048,0.67,0.055,-0.017,294.94858,46.438641,12.485,1,2
11358392,0.0,0,1,0,0,0.984971822,1.85e-07,-1.85e-07,132.402887,0.000158,-0.000158,1.274,0.816,-0.197,1.64247,0.00743,-0.00743,6680.0,17.6,-17.6,56.1,17.1,-11.4,2321.0,6852.37,6029.4,-3001.82,279.1,1.0,1,6437.0,162.0,-194.0,4.237,0.149,-0.182,1.369,0.417,-0.278,295.62772,49.178242,13.548,0,0
7366258,0.983,0,0,0,0,51.53997972,5.61e-05,-5.61e-05,174.055011,0.00088,-0.00088,0.183,0.165,-0.183,6.3994,0.0438,-0.0438,3640.0,23.9,-23.9,5.51,0.62,-0.41,450.0,9.67,3.27,-2.02,155.5,1.0,1,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158,1,2
6606669,0.0,0,1,1,0,0.970085646,5.23e-06,-5.23e-06,132.4088,0.00438,-0.00438,0.035,0.427,-0.035,1.129,0.181,-0.181,153.0,21.3,-21.3,18.65,2.23,-6.69,5119.0,162048.58,50852.27,-99263.94,9.8,1.0,1,4555.0,54.0,-68.0,2.346,0.196,-0.098,15.63,1.868,-5.604,291.99316,42.049259,12.026,0,0
11565903,0.238,1,0,0,0,117.140785,0.00447,-0.00447,245.0828,0.0204,-0.0204,0.643,0.299,-0.426,3.401,0.758,-0.758,337.0,53.2,-53.2,15.87,0.48,-4.34,862.0,130.52,13.58,-71.18,8.5,1.0,1,5282.0,52.0,-195.0,2.932,0.033,-0.027,8.243,0.25,-2.251,295.14056,49.55706,13.015,0,0
11030475,0.99,0,0,0,0,0.76196247,2.22e-06,-2.22e-06,132.78371,0.00244,-0.00244,0.322,0.141,-0.321,1.282,0.0834,-0.0834,190.0,12.5,-12.5,1.08,0.07,-0.06,1638.0,1710.11,398.14,-300.04,18.3,2.0,1,5167.0,103.0,-103.0,4.555,0.036,-0.05,0.787,0.053,-0.043,292.23993,48.51157,15.498,1,1
9724993,0.973,0,1,0,0,7.863361238,1.1e-06,-1.1e-06,131.685485,0.00011,-0.00011,0.869,0.008,-0.001,3.42771,0.00758,-0.00758,18200.0,39.9,-39.9,22.7,3.38,-5.07,1057.0,294.86,117.92,-126.54,723.3,1.0,1,5615.0,84.0,-76.0,4.136,0.188,-0.101,1.4,0.208,-0.313,297.31314,46.448212,12.524,0,0
10468940,1.0,0,0,0,0,8.01500821,3.26e-05,-3.26e-05,134.8277,0.00324,-0.00324,0.645,0.032,-0.484,3.0137,0.0915,-0.0915,363.0,14.0,-14.0,2.0,0.22,-0.27,865.0,132.46,40.95,-38.73,28.6,2.0,1,5359.0,80.0,-72.0,4.375,0.132,-0.077,1.002,0.111,-0.136,291.30222,47.697762,14.968,1,2
9881662,1.0,0,0,0,0,3.254277742,5.22e-06,-5.22e-06,172.66256,0.00133,-0.00133,0.303,0.117,-0.303,2.9903,0.0396,-0.0396,160.0,3.2,-3.2,1.38,0.22,-0.12,1301.0,675.56,299.69,-159.33,58.6,1.0,1,5945.0,106.0,-130.0,4.402,0.054,-0.117,1.089,0.174,-0.094,287.36948,46.768219,12.996,1,2
5725087,0.0,0,1,0,0,0.366197145,1.03e-06,-1.03e-06,133.55969,0.00227,-0.00227,0.319,0.167,-0.318,1.2335,0.0877,-0.0877,275.0,21.4,-21.4,51.34,2.15,-11.5,9983.0,2335438.28,407000.24,-1077153.97,16.7,1.0,1,4448.0,88.0,-122.0,1.694,0.033,-0.027,31.5,1.323,-7.056,296.9679,40.926769,11.059,0,0
8196226,0.998,0,0,0,0,4.02745396,2.59e-05,-2.59e-05,133.12194,0.00468,-0.00468,0.304,0.152,-0.304,1.33,0.2,-0.2,85.2,9.6,-9.6,0.98,0.3,-0.14,1250.0,577.46,536.1,-197.5,10.8,1.0,1,6174.0,175.0,-197.0,4.398,0.105,-0.195,1.041,0.326,-0.14,300.6496,44.05574,13.685,1,1
8590527,0.228,0,1,0,0,0.739769962,6.1e-08,-6.1e-08,131.9671179,6.92e-05,-6.92e-05,1.212,0.076,-0.031,1.95901,0.00197,-0.00197,20700.0,12.2,-12.2,82.29,19.4,-33.2,3013.0,19590.61,13287.22,-13428.04,726.2,1.0,1,6465.0,155.0,-194.0,3.947,0.42,-0.14,1.847,0.435,-0.746,301.04822,44.603031,11.634,0,0
6841577,0.0,0,1,0,0,15.53753378,9.1e-07,-9.1e-07,140.2734399,4.72e-05,-4.72e-05,0.425,0.004,-0.003,5.8262,0.00229,-0.00229,209000.0,106.0,-106.0,40.9,9.95,-5.37,694.0,54.73,39.35,-17.71,2807.8,1.0,1,5704.0,154.0,-154.0,4.476,0.104,-0.169,0.868,0.211,-0.114,283.77585,42.359322,14.875,0,0
5364071,1.0,0,0,0,0,7.203855862,5.92e-06,-5.92e-06,170.285731,0.000652,-0.000652,0.037,0.259,-0.037,2.5418,0.0226,-0.0226,1770.0,19.2,-19.2,2.25,0.13,-0.17,509.0,15.87,3.28,-3.47,101.1,1.0,1,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,1,2
9652166,0.0,1,0,0,0,0.646523404,9.88e-06,-9.88e-06,131.6881,0.0108,-0.0108,0.494,0.06,-0.435,3.917,0.715,-0.715,25.2,2.7,-2.7,0.85,0.28,-0.15,3163.0,23676.16,23849.25,-10301.81,14.2,1.0,1,7257.0,230.0,-316.0,4.185,0.108,-0.201,1.631,0.54,-0.291,293.05569,46.342331,12.884,0,0
10583180,0.0,0,1,1,1,2.696370652,7.53e-06,-7.53e-06,170.73769,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,398.0,9.5,-9.5,1.58,0.13,-0.16,1066.0,305.34,96.64,-86.33,48.2,1.0,1,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.819,0.067,-0.082,283.76547,47.804298,15.269,0,0
5871985,1.0,0,0,0,0,213.258526,0.00121,-0.00121,268.13424,0.00457,-0.00457,0.037,0.396,-0.037,7.768,0.172,-0.172,1990.0,62.6,-62.6,2.72,0.24,-0.22,202.0,0.39,0.15,-0.1,36.1,1.0,1,4477.0,159.0,-159.0,4.649,0.035,-0.039,0.637,0.056,-0.051,290.37631,41.150742,15.165,1,2
9602613,0.952,0,0,0,0,7.57299816,6.32e-05,-6.32e-05,131.94317,0.00618,-0.00618,0.411,0.043,-0.411,2.645,0.192,-0.192,30.2,3.1,-3.1,0.53,0.06,-0.05,875.0,138.36,44.63,-30.35,10.9,2.0,1,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.961,0.115,-0.086,297.14883,46.296951,11.83,1,1
7200301,0.0,1,0,0,1,0.566791802,4.15e-06,-4.15e-06,131.81736,0.0072,-0.0072,0.679,0.014,-0.536,2.2,0.155,-0.155,49.3,3.7,-3.7,0.66,0.16,-0.06,2040.0,4113.39,2967.37,-1080.33,15.6,1.0,1,5691.0,152.0,-169.0,4.544,0.033,-0.176,0.887,0.217,-0.078,291.76828,42.757221,14.702,0,0
5535280,0.0,0,1,0,0,74.98529295,7.71e-06,-7.71e-06,146.1390004,8.48e-05,-8.48e-05,0.987,0.038,-0.035,6.23451,0.00458,-0.00458,105000.0,64.9,-64.9,49.22,14.4,-4.82,425.0,7.69,6.59,-2.15,1754.8,1.0,1,5955.0,161.0,-179.0,4.52,0.037,-0.213,0.91,0.266,-0.089,292.34787,40.733101,14.851,0,0
6067545,0.0,0,0,0,0,550.86514,0.0122,-0.0122,307.6878,0.013,-0.013,0.027,0.428,-0.027,14.548,0.486,-0.486,347.0,19.3,-19.3,2.06,0.34,-0.2,238.0,0.76,0.31,-0.18,20.8,1.0,1,5912.0,71.0,-82.0,4.367,0.08,-0.12,1.115,0.181,-0.111,298.39798,41.314892,13.093,1,1
10073672,0.93,0,0,0,0,2.252976718,8.34e-06,-8.34e-06,132.23957,0.00322,-0.00322,0.157,0.303,-0.157,1.7131,0.0779,-0.0779,468.0,24.9,-24.9,1.19,0.07,-0.06,795.0,94.26,19.31,-16.63,21.7,1.0,1,4039.0,80.0,-80.0,4.708,0.023,-0.03,0.559,0.031,-0.031,291.23148,47.033932,15.794,1,1
3240158,0.989,0,0,0,0,15.9868932,0.000283,-0.000283,137.5964,0.0152,-0.0152,0.533,0.018,-0.472,4.158,0.538,-0.538,179.0,18.3,-18.3,1.62,0.25,-0.15,803.0,98.51,39.62,-21.9,10.9,2.0,1,6049.0,72.0,-91.0,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818,1,2
9673173,0.0,0,1,0,0,21.29473387,1.75e-06,-1.75e-06,147.0967696,6.74e-05,-6.74e-05,0.957,0.03,-0.035,7.60143,0.00381,-0.00381,123000.0,46.2,-46.2,71.55,20.4,-16.7,771.0,83.71,71.98,-40.22,2674.6,1.0,1,6039.0,181.0,-181.0,4.242,0.19,-0.19,1.278,0.365,-0.299,300.01407,46.345268,13.731,0,0
5113822,1.0,0,0,0,0,23.6421965,3.16e-05,-3.16e-05,172.58844,0.00107,-0.00107,0.022,0.361,-0.022,5.018,0.0408,-0.0408,1100.0,12.7,-12.7,2.9,0.4,-0.14,595.0,29.65,11.49,-5.07,97.2,1.0,1,5750.0,102.0,-125.0,4.538,0.026,-0.11,0.882,0.121,-0.043,295.55942,40.236271,13.595,1,2
5128673,0.95,0,0,0,0,87.9724227,0.00052,-0.00052,168.29785,0.00481,-0.00481,0.015,0.37,-0.015,14.638,0.143,-0.143,867.0,15.4,-15.4,3.39,0.52,-0.52,446.0,9.37,4.02,-3.18,64.6,1.0,1,5837.0,105.0,-117.0,4.305,0.125,-0.112,1.159,0.178,-0.178,298.83588,40.29314,14.0,1,2
7802719,1.0,0,0,0,0,4.45743267,1.71e-05,-1.71e-05,132.16006,0.00345,-0.00345,0.175,0.287,-0.175,2.3226,0.0928,-0.0928,176.0,9.7,-9.7,0.79,0.06,-0.07,732.0,67.7,21.95,-17.49,20.8,1.0,1,4487.0,134.0,-134.0,4.644,0.052,-0.028,0.612,0.052,-0.052,283.12103,43.525639,14.374,1,2
9592855,0.0,1,0,0,1,0.609662423,2.2e-08,-2.2e-08,131.946514,2.99e-05,-2.99e-05,0.799,0.013,-0.012,4.24033,0.00354,-0.00354,141000.0,72.7,-72.7,110.14,26.2,-34.9,3834.0,51214.99,37515.86,-31059.11,3250.1,1.0,1,7498.0,235.0,-314.0,3.964,0.228,-0.152,2.274,0.54,-0.72,293.77014,46.23658,12.216,0,0
9101400,0.0,0,1,1,0,0.829019343,2.37e-06,-2.37e-06,131.46667,0.00401,-0.00401,0.72,0.075,-0.094,4.8401,0.0187,-0.0187,278000.0,564.0,-564.0,90.08,27.7,-14.9,2492.0,9089.67,8256.71,-3678.95,631.1,1.0,1,6645.0,186.0,-255.0,4.271,0.124,-0.186,1.328,0.408,-0.22,296.03485,45.490822,14.661,0,0
