KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
9640921,0.0,0,0,1,1,2.17814513,1.32e-05,-1.32e-05,132.02979,0.00584,-0.00584,0.78,0.175,-0.537,2.321,0.178,-0.178,136.0,11.9,-11.9,1.22,0.37,-0.13,1428.0,981.63,881.06,-288.97,13.8,3.0,1,6053.0,162.0,-198.0,4.494,0.052,-0.208,0.949,0.291,-0.097,287.96375,46.306911,15.395,0,0
8509442,0.9,0,0,0,0,82.6595174,0.000544,-0.000544,152.6726,0.00587,-0.00587,0.579,0.345,-0.358,3.48,0.166,-0.166,1270.0,86.5,-86.5,2.03,0.14,-0.18,233.0,0.7,0.17,-0.18,17.1,1.0,1,3952.0,86.0,-94.0,4.716,0.04,-0.036,0.553,0.04,-0.049,296.73724,44.50148,15.995,1,1
3234598,1.0,0,0,0,0,31.2012202,0.000349,-0.000349,140.07042,0.00845,-0.00845,0.714,0.035,-0.521,4.077,0.216,-0.216,360.0,28.6,-28.6,1.47,0.04,-0.08,406.0,6.44,0.82,-1.06,13.7,2.0,1,4513.0,71.0,-80.0,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07,1,2
11244137,0.996,0,0,0,0,2.03387483,1.41e-05,-1.41e-05,131.91927,0.00514,-0.00514,0.238,0.196,-0.238,3.097,0.164,-0.164,73.6,5.5,-5.5,1.6,0.29,-0.28,1789.0,2422.92,1161.5,-876.37,15.7,1.0,1,5282.0,84.0,-73.0,3.913,0.126,-0.103,1.899,0.339,-0.339,291.84781,48.968128,14.621,1,2
4737302,0.0,0,1,0,0,9.455586047,1.22e-06,-1.22e-06,133.670388,0.000108,-0.000108,0.791,0.014,-0.007,8.42272,0.008,-0.008,115000.0,97.9,-97.9,178.47,12.0,-108.0,1972.0,3576.17,964.82,-3104.35,1876.9,1.0,1,7221.0,199.0,-299.0,3.488,0.604,-0.071,4.24,0.285,-2.564,288.92667,39.81179,11.554,0,0
8949316,0.955,0,1,0,0,0.604358764,1.49e-06,-1.49e-06,131.68577,0.00134,-0.00134,1.197,5.68,-0.153,1.0423,0.0116,-0.0116,38700.0,212.0,-212.0,23.28,1.69,-2.08,997.0,235.63,50.97,-52.27,236.8,1.0,1,3569.0,50.0,-57.0,4.82,0.042,-0.028,0.427,0.031,-0.038,290.51895,45.235371,16.182,0,0
8264070,0.0,0,1,1,1,2.897432135,5.09e-06,-5.09e-06,450.75739,0.00129,-0.00129,0.967,0.045,-0.018,3.1793,0.0796,-0.0796,1220.0,23.6,-23.6,14.35,3.88,-9.05,2170.0,5240.0,4499.62,-4606.92,73.9,1.0,1,5970.0,215.0,-179.0,3.619,0.74,-0.131,2.994,0.809,-1.888,300.867,44.14529,15.036,0,0
11494130,0.0,1,0,0,0,18.95491633,5.8e-05,-5.8e-05,262.46677,0.00217,-0.00217,1.228,0.249,-0.11,24.249,0.132,-0.132,868.0,4.3,-4.3,71.39,8.6,-20.1,1139.0,397.48,143.16,-206.57,249.3,1.0,1,6362.0,129.0,-116.0,3.761,0.225,-0.075,2.534,0.305,-0.712,284.02679,49.415428,10.988,0,0
8027902,0.0,1,0,0,0,1.79621807,1.2e-05,-1.2e-05,131.54732,0.00536,-0.00536,0.72,0.323,-0.26,10.16,1.2,-1.2,47.0,8.9,-8.9,1.54,0.32,-0.4,2480.0,8937.14,5658.92,-4712.32,42.0,1.0,1,7117.0,197.0,-271.0,3.988,0.198,-0.132,2.09,0.439,-0.537,291.47702,43.84412,12.895,0,0
6949061,1.0,0,0,0,0,8.96847034,3.09e-05,-3.09e-05,139.39473,0.00253,-0.00253,0.558,0.057,-0.45,4.4073,0.082,-0.082,234.0,6.8,-6.8,2.17,0.35,-0.39,1024.0,259.95,116.38,-98.45,38.2,1.0,1,5808.0,105.0,-117.0,4.185,0.176,-0.108,1.374,0.221,-0.246,291.96069,42.43301,14.128,1,2
4278221,1.0,0,0,0,0,1.340596782,2.11e-06,-2.11e-06,132.24549,0.0013,-0.0013,0.007,0.437,-0.007,1.6484,0.0415,-0.0415,108.0,3.4,-3.4,1.16,0.2,-0.09,1783.0,2393.35,1122.81,-534.63,37.6,1.0,1,5992.0,119.0,-119.0,4.385,0.054,-0.117,1.125,0.186,-0.093,295.32251,39.376492,11.524,1,2
8155654,0.943,0,0,0,0,6.29340543,9.83e-05,-9.83e-05,133.8686,0.0129,-0.0129,0.431,0.032,-0.431,3.024,0.413,-0.413,96.4,13.9,-13.9,1.08,0.38,-0.11,1072.0,312.61,327.36,-91.29,8.7,1.0,1,6214.0,167.0,-223.0,4.442,0.056,-0.224,1.076,0.384,-0.102,287.94165,44.008018,15.186,1,1
4861791,0.0,0,0,1,1,5.62950902,9.22e-05,-9.22e-05,136.8607,0.0129,-0.0129,0.974,0.031,-0.757,6.542,0.172,-0.172,298.0,21.8,-21.8,2.11,0.57,-0.2,979.0,216.41,178.97,-60.15,14.3,1.0,1,5822.0,175.0,-192.0,4.529,0.044,-0.176,0.898,0.246,-0.082,298.03931,39.901939,15.957,0,0
5860968,0.997,0,0,0,0,122.358116,0.0042,-0.0042,134.3477,0.019,-0.019,0.255,0.198,-0.255,10.768,0.69,-0.69,353.0,34.9,-34.9,2.15,0.61,-0.41,407.0,6.46,5.54,-2.7,12.2,1.0,1,5998.0,180.0,-180.0,4.324,0.153,-0.187,1.139,0.324,-0.216,286.22089,41.151249,14.945,1,2
7751562,0.0,0,1,0,0,17.04215521,1.74e-06,-1.74e-06,142.4257555,8.3e-05,-8.3e-05,0.455,0.007,-0.008,7.80412,0.00517,-0.00517,55200.0,31.3,-31.3,24.93,7.57,-3.03,760.0,78.98,70.71,-26.12,2046.2,1.0,1,6197.0,172.0,-216.0,4.449,0.052,-0.195,1.035,0.314,-0.126,291.28461,43.405289,15.252,0,0
8812045,0.999,0,0,0,0,32.715906,0.0012,-0.0012,135.9204,0.0277,-0.0277,0.25,0.218,-0.25,10.79,1.3,-1.3,136.0,12.2,-12.2,3.68,0.73,-1.34,902.0,156.74,81.53,-96.95,13.1,1.0,1,5527.0,83.0,-75.0,3.627,0.262,-0.087,3.192,0.628,-1.166,289.09845,45.02309,14.462,1,1
4073089,0.0,1,0,0,0,58.873429,0.00207,-0.00207,153.9076,0.045,-0.045,0.0,0.055,0.0,17.487,0.153,-0.153,226000.0,2520.0,-2520.0,76.18,25.5,-15.6,679.0,50.35,51.38,-23.84,106.8,1.0,1,7078.0,228.0,-314.0,4.192,0.128,-0.192,1.568,0.524,-0.322,295.49011,39.105862,14.048,0,0
9880190,0.976,0,0,0,0,4.5513988,2e-05,-2e-05,133.05954,0.0036,-0.0036,0.248,0.199,-0.248,2.457,0.101,-0.101,189.0,11.4,-11.4,1.13,0.04,-0.09,907.0,159.65,24.49,-31.24,19.4,1.0,1,5009.0,80.0,-80.0,4.491,0.077,-0.028,0.84,0.034,-0.062,286.48364,46.752621,15.035,1,2
11869052,0.573,0,1,0,0,20.5452375,0.000143,-0.000143,137.91394,0.00358,-0.00358,0.95,0.007,-0.668,2.517,0.0947,-0.0947,219.0,14.0,-14.0,2.41,0.56,-0.63,742.0,71.57,60.96,-38.29,18.5,1.0,1,5670.0,280.0,-229.0,4.206,0.241,-0.13,1.264,0.298,-0.328,294.40192,50.172089,12.003,0,0
7220322,0.0,0,1,1,1,0.752159702,1.88e-07,-1.88e-07,134.047229,0.000216,-0.000216,1.272,0.331,-0.129,2.3621,0.0124,-0.0124,3430.0,14.6,-14.6,43.73,12.8,-9.64,2224.0,5767.22,5141.76,-2723.41,291.1,1.0,1,5916.0,184.0,-205.0,4.296,0.175,-0.193,1.175,0.345,-0.259,297.10837,42.751663,11.884,0,0
12316447,0.0,0,1,0,0,17.90766473,3.62e-06,-3.62e-06,139.743761,0.000229,-0.000229,2.79,0.146,-0.154,5.58652,0.00892,-0.00892,265000.0,211.0,-211.0,282.86,92.7,-31.0,746.0,73.31,72.83,-23.57,1731.4,1.0,1,6173.0,193.0,-236.0,4.447,0.054,-0.216,1.041,0.341,-0.114,296.11542,51.007111,16.107,0,0
3439126,0.0,0,0,0,1,2.9761504,0.000135,-0.000135,132.9276,0.041,-0.041,0.064,0.395,-0.064,6.079,0.867,-0.867,260.0,38.1,-38.1,1.02,0.04,-0.09,811.0,102.54,23.03,-28.76,8.3,3.0,1,4236.0,129.0,-142.0,4.612,0.052,-0.017,0.664,0.028,-0.061,290.15723,38.52438,15.104,0,0
11129258,0.999,0,0,0,0,25.384175,0.000194,-0.000194,137.77326,0.00572,-0.00572,0.245,0.214,-0.245,3.576,0.186,-0.186,594.0,43.9,-43.9,2.44,0.76,-0.26,649.0,42.01,38.93,-12.79,15.8,1.0,1,6137.0,171.0,-214.0,4.471,0.052,-0.208,0.994,0.312,-0.104,287.53577,48.727791,15.535,1,2
10031643,0.0,0,0,0,1,8.5898708,0.000185,-0.000185,132.0161,0.0157,-0.0157,0.765,0.023,-0.541,4.806,0.634,-0.634,87.7,13.0,-13.0,1.11,0.32,-0.23,929.0,176.4,152.77,-77.6,8.4,1.0,1,5638.0,169.0,-152.0,4.296,0.231,-0.189,1.088,0.313,-0.228,298.74921,46.973351,14.478,0,0
3634051,0.0,0,0,0,0,453.54212,0.0035,-0.0035,360.0617,0.00473,-0.00473,0.633,0.219,-0.405,17.026,0.24,-0.24,861.0,18.6,-18.6,9.23,1.76,-4.1,390.0,5.45,2.74,-3.85,48.8,1.0,1,5874.0,87.0,-79.0,3.664,0.375,-0.125,3.006,0.572,-1.335,287.97546,38.74028,13.436,1,1
3866536,0.0,1,0,0,0,7.65270746,6.54e-05,-6.54e-05,134.46038,0.00619,-0.00619,0.97,0.879,-0.942,79.8969,0.0,0.0,641.0,42.9,-42.9,3.21,0.97,-0.32,989.0,226.81,195.16,-64.34,254.3,1.0,1,6328.0,151.0,-189.0,4.481,0.05,-0.2,0.963,0.29,-0.097,295.50211,38.98354,13.099,0,0
9692128,0.0,0,1,0,1,1.480323978,3.37e-06,-3.37e-06,131.7553,0.00245,-0.00245,0.617,0.041,-0.617,1.833,0.184,-0.184,166.0,6.4,-6.4,1.46,0.42,-0.28,1743.0,2180.25,1841.79,-918.63,43.4,1.0,1,5996.0,162.0,-180.0,4.342,0.153,-0.187,1.081,0.311,-0.207,282.01251,46.4282,13.66,0,0
8345473,0.0,1,0,1,0,2.2502073,0.000163,-0.000163,133.6127,0.00808,-0.00808,0.268,0.199,-0.268,2.203,0.384,-0.384,260.0,42.9,-42.9,19.94,2.07,-3.11,3637.0,41377.92,13182.71,-13941.15,7.8,1.0,1,4507.0,90.0,-81.0,2.391,0.027,-0.033,12.787,1.327,-1.99,282.18466,44.359459,11.946,0,0
7832787,0.578,0,0,0,0,338.00692,0.0124,-0.0124,262.4,0.0248,-0.0248,0.184,0.246,-0.184,16.745,0.675,-0.675,544.0,41.1,-41.1,2.09,0.6,-0.21,249.0,0.91,0.77,-0.25,15.3,1.0,1,5741.0,153.0,-170.0,4.502,0.062,-0.188,0.898,0.26,-0.087,295.22299,43.590439,15.023,1,1
6451936,1.0,0,0,0,0,4.26374378,1.7e-05,-1.7e-05,133.72073,0.00307,-0.00307,0.368,0.089,-0.368,2.2725,0.0841,-0.0841,182.0,8.7,-8.7,1.28,0.3,-0.22,1179.0,457.15,318.96,-182.68,23.8,2.0,1,6032.0,163.0,-181.0,4.395,0.165,-0.182,0.935,0.22,-0.165,294.6467,41.884109,14.209,1,2
2854948,0.0,0,1,0,0,0.97430309,3.44e-07,-3.44e-07,132.390205,0.000313,-0.000313,1.169,0.255,-0.136,2.1088,0.0149,-0.0149,35000.0,192.0,-192.0,37.62,9.34,-3.11,1643.0,1728.18,1339.9,-457.87,224.0,2.0,1,5688.0,189.0,-189.0,4.583,0.04,-0.16,0.786,0.195,-0.065,291.98416,38.088371,15.783,0,0
8247638,1.0,0,0,0,0,16.51410989,3.39e-05,-3.39e-05,176.11686,0.00165,-0.00165,0.395,0.008,-0.395,4.1575,0.0539,-0.0539,974.0,18.5,-18.5,2.72,0.27,-0.24,655.0,43.57,13.8,-9.97,55.9,1.0,1,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223,1,2
5683743,0.922,0,0,0,0,4.147021189,8.93e-07,-8.93e-07,170.325835,0.000171,-0.000171,0.255,0.038,-0.255,2.8997,0.0133,-0.0133,3680.0,10.6,-10.6,7.31,1.99,-1.62,1258.0,590.84,472.23,-274.89,421.2,1.0,1,5818.0,158.0,-176.0,4.266,0.19,-0.171,1.205,0.327,-0.268,283.2576,40.990501,14.288,1,2
7115597,0.0,1,0,0,1,0.566791946,4.01e-06,-4.01e-06,131.8145,0.00731,-0.00731,0.982,0.007,-0.698,2.77,0.131,-0.131,126.0,11.6,-11.6,1.54,0.43,-0.15,2160.0,5129.25,4394.34,-1473.42,14.1,1.0,1,5836.0,182.0,-203.0,4.5,0.037,-0.2,0.97,0.273,-0.091,291.10468,42.645309,15.915,0,0
5956977,0.108,1,0,0,0,77.773042,0.00109,-0.00109,168.8387,0.0122,-0.0122,0.558,0.412,-0.349,2.285,0.391,-0.391,433.0,72.4,-72.4,15.03,3.13,-0.52,955.0,196.5,109.88,-19.91,7.7,1.0,1,4763.0,79.0,-43.0,2.685,0.03,-0.03,7.068,1.472,-0.245,290.71783,41.247318,12.393,0,0
10735519,0.0,0,1,0,0,1.814128042,1.04e-06,-1.04e-06,131.938871,0.000473,-0.000473,1.246,0.963,-0.115,3.0646,0.025,-0.025,2060.0,14.8,-14.8,426.98,87.6,-163.0,3773.0,47891.79,23891.36,-31232.44,163.9,1.0,1,4822.0,38.0,-115.0,2.662,0.174,-0.116,12.899,2.647,-4.915,293.55737,48.04174,11.78,0,0
9873869,0.0,0,1,0,0,4.994773558,1.1e-07,-1.1e-07,136.1744922,1.83e-05,-1.83e-05,0.416,0.005,-0.002,4.48893,0.00068,-0.00068,260000.0,34.4,-34.4,62.69,18.5,-12.3,1264.0,604.21,524.02,-258.91,5742.0,1.0,1,6253.0,169.0,-188.0,4.271,0.185,-0.185,1.181,0.349,-0.232,282.69977,46.717018,13.038,0,0
4144873,0.348,1,0,0,0,68.538296,0.00111,-0.00111,186.21716,0.00721,-0.00721,0.002,0.46,-0.002,3.627,0.341,-0.341,1090.0,118.0,-118.0,25.77,4.68,-0.93,1031.0,267.17,128.54,-30.7,11.3,1.0,1,4687.0,70.0,-56.0,2.613,0.028,-0.039,8.123,1.474,-0.295,288.03705,39.208988,13.983,0,0
7700561,0.0,0,1,1,1,1.507099289,1.57e-06,-1.57e-06,132.09341,0.000863,-0.000863,1.265,0.511,-0.108,4.8361,0.0484,-0.0484,1280.0,10.8,-10.8,26.56,6.79,-2.12,1448.0,1037.46,804.55,-259.99,142.7,1.0,1,5762.0,173.0,-173.0,4.576,0.042,-0.168,0.801,0.205,-0.064,297.25482,43.308979,15.542,0,0
6356692,1.0,0,0,0,0,11.39169531,7.57e-05,-7.57e-05,141.55983,0.00547,-0.00547,0.849,0.096,-0.606,5.0,0.149,-0.149,51.0,3.1,-3.1,1.02,0.18,-0.23,886.0,145.67,71.74,-63.32,19.0,1.0,1,5557.0,122.0,-78.0,4.198,0.208,-0.112,1.249,0.212,-0.283,289.39474,41.782349,11.926,1,1
8804455,0.898,0,0,0,0,7.5966998,3.32e-05,-3.32e-05,131.95296,0.00376,-0.00376,0.725,0.22,-0.51,3.667,0.102,-0.102,128.0,5.7,-5.7,1.32,0.2,-0.17,964.0,204.34,85.61,-63.2,24.5,2.0,1,5716.0,103.0,-114.0,4.343,0.115,-0.115,1.091,0.163,-0.147,285.13831,45.004539,13.482,1,1
7541502,0.0,0,1,0,0,44.82732381,1.99e-06,-1.99e-06,173.4103489,3.61e-05,-3.61e-05,1.494,0.051,-0.035,6.86103,0.00342,-0.00342,237000.0,61.1,-61.1,429.0,132.0,-309.0,779.0,87.2,87.57,-81.21,4484.5,1.0,1,5160.0,207.0,-165.0,3.568,0.912,-0.228,3.279,1.012,-2.362,295.57651,43.190327,11.56,0,0
6543893,0.997,0,0,0,0,5.93919041,3.06e-05,-3.06e-05,353.75537,0.00367,-0.00367,0.107,0.337,-0.107,2.285,0.115,-0.115,425.0,29.1,-29.1,3.7,0.61,-0.84,1357.0,801.92,344.85,-346.87,15.9,2.0,1,6068.0,82.0,-82.0,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767,1,1
3438507,1.0,0,0,0,0,8.39842977,5.66e-05,-5.66e-05,136.31152,0.00479,-0.00479,0.573,0.037,-0.462,6.344,0.143,-0.143,340.0,13.6,-13.6,2.0,0.64,-0.21,984.0,221.66,209.79,-68.29,28.0,1.0,1,6309.0,175.0,-219.0,4.441,0.067,-0.216,1.044,0.335,-0.112,290.0004,38.53989,15.291,1,2
12071754,1.0,0,0,0,0,5.47455167,5.69e-05,-5.69e-05,133.55529,0.00945,-0.00945,0.931,0.023,-0.726,3.71,0.281,-0.281,73.2,8.2,-8.2,1.4,0.23,-0.27,1155.0,419.95,179.81,-162.64,10.8,1.0,1,5611.0,84.0,-75.0,4.19,0.182,-0.098,1.312,0.21,-0.257,296.40094,50.558338,14.211,1,1
6283224,0.0,1,0,0,0,0.76647343,1.02e-07,-1.02e-07,132.034804,0.000104,-0.000104,0.766,0.04,-0.029,2.46345,0.00514,-0.00514,200000.0,240.0,-240.0,42.33,6.5,-3.52,1628.0,1654.36,873.76,-448.84,545.0,1.0,1,5297.0,186.0,-186.0,4.594,0.052,-0.078,0.722,0.111,-0.06,291.1915,41.66721,15.572,0,0
11600889,1.0,0,0,0,0,0.669310092,5.87e-07,-5.87e-07,134.131388,0.000727,-0.000727,0.157,0.272,-0.157,1.6274,0.0254,-0.0254,132.0,2.1,-2.1,1.13,0.16,-0.09,1983.0,3643.96,1449.66,-796.61,75.3,1.0,1,5475.0,109.0,-109.0,4.426,0.076,-0.104,1.003,0.137,-0.08,286.03635,49.61451,12.521,1,2
9474756,0.905,0,0,0,0,6.685438,0.000183,-0.000183,132.3184,0.0142,-0.0142,0.853,0.021,-0.602,5.09,0.801,-0.801,89.2,13.1,-13.1,1.25,0.2,-0.16,1040.0,276.02,115.49,-78.23,9.7,2.0,1,5808.0,78.0,-78.0,4.326,0.11,-0.11,1.159,0.185,-0.151,295.55374,46.02911,15.135,1,1
5738496,0.0,0,1,1,1,9.50150926,6.36e-05,-6.36e-05,175.67002,0.00506,-0.00506,1.237,14.83,-0.111,6.852,0.242,-0.242,510.0,17.5,-17.5,25.77,7.75,-2.58,843.0,119.55,105.23,-34.87,34.8,1.0,1,5938.0,159.0,-195.0,4.518,0.052,-0.208,0.908,0.273,-0.091,299.67938,40.965141,14.799,0,0
8073705,0.973,0,0,0,0,10.60052083,8.87e-05,-8.87e-05,132.98523,0.00601,-0.00601,0.729,0.235,-0.503,4.509,0.187,-0.187,60.9,4.1,-4.1,1.09,0.18,-0.21,987.0,224.28,102.9,-91.98,17.4,1.0,1,6035.0,120.0,-132.0,4.212,0.168,-0.112,1.303,0.21,-0.257,280.24945,43.915058,12.405,1,2
4650674,1.0,0,0,0,0,4.51436096,1.37e-05,-1.37e-05,134.0293,0.00279,-0.00279,0.118,0.319,-0.118,3.0083,0.0742,-0.0742,231.0,9.5,-9.5,1.84,0.31,-0.24,1231.0,543.73,237.3,-151.46,28.4,1.0,1,5940.0,71.0,-79.0,4.306,0.115,-0.115,1.215,0.207,-0.155,290.47742,39.73201,14.946,1,2
7538434,0.0,1,0,0,0,371.1495,0.0189,-0.0189,415.4245,0.0341,-0.0341,0.228,0.213,-0.228,15.855,0.852,-0.852,597.0,61.4,-61.4,2.07,0.54,-0.2,245.0,0.85,0.66,-0.24,11.5,1.0,1,5988.0,161.0,-197.0,4.541,0.048,-0.18,0.836,0.218,-0.078,294.80182,43.13324,15.342,0,0
8280511,0.975,0,0,0,0,5.24970432,3.44e-05,-3.44e-05,135.46911,0.0052,-0.0052,0.248,0.199,-0.248,2.746,0.147,-0.147,61.9,5.0,-5.0,0.67,0.07,-0.06,954.0,195.3,62.42,-42.28,13.9,3.0,1,5528.0,110.0,-110.0,4.499,0.063,-0.077,0.853,0.089,-0.067,283.00296,44.284229,13.404,1,2
7765528,1.0,0,0,0,0,7.03932913,1.75e-05,-1.75e-05,133.85433,0.002,-0.002,0.956,0.017,-0.043,3.514,0.226,-0.226,837.0,27.0,-27.0,4.67,0.8,-0.73,1060.0,298.33,133.89,-97.29,48.6,1.0,1,5846.0,79.0,-79.0,4.278,0.132,-0.108,1.24,0.213,-0.194,295.8287,43.425491,14.915,1,2
6227560,0.0,0,1,0,0,2.401751509,2.25e-06,-2.25e-06,133.711919,0.000829,-0.000829,5.25,36.62,-0.078,2.0835,0.0346,-0.0346,25000.0,360.0,-360.0,268.75,20.8,-20.8,888.0,146.91,49.01,-38.6,83.1,1.0,1,4577.0,162.0,-162.0,4.688,0.052,-0.032,0.557,0.043,-0.043,297.75845,41.513641,15.927,0,0
3102000,0.0,0,1,0,0,57.0599992,1.7e-05,-1.7e-05,164.25706,0.000251,-0.000251,0.194,0.026,-0.039,7.463,0.018,-0.018,66200.0,106.0,-106.0,22.31,5.61,-2.1,455.0,10.11,7.52,-2.76,751.5,1.0,1,5931.0,161.0,-178.0,4.545,0.04,-0.16,0.863,0.217,-0.081,287.34946,38.286041,15.936,0,0
6631721,1.0,0,0,1,0,13.73808249,2e-05,-2e-05,134.43787,0.0012,-0.0012,0.957,0.008,-0.025,3.354,0.116,-0.116,661.0,14.0,-14.0,3.84,1.09,-0.73,912.0,163.52,136.36,-69.46,68.4,1.0,1,6375.0,171.0,-209.0,4.292,0.149,-0.182,1.178,0.335,-0.223,298.18362,42.01313,13.805,0,0
8424002,1.0,0,0,0,0,20.35971899,5.48e-05,-5.48e-05,134.29123,0.00218,-0.00218,0.925,0.005,-0.693,2.1521,0.0621,-0.0621,346.0,15.2,-15.2,0.8,0.12,-0.16,276.0,1.38,0.58,-0.58,26.8,1.0,1,3419.0,67.0,-76.0,4.904,0.084,-0.052,0.344,0.051,-0.07,289.27451,44.470322,13.393,1,2
7031942,0.0,1,0,1,1,0.566795467,4.5e-06,-4.5e-06,131.84,0.00729,-0.00729,0.504,0.039,-0.444,4.712,0.355,-0.355,38.2,2.8,-2.8,0.67,0.19,-0.13,2254.0,6076.99,5067.54,-2497.14,25.8,1.0,1,5642.0,152.0,-152.0,4.337,0.185,-0.185,1.056,0.3,-0.2,291.25778,42.580139,13.867,0,0
9661979,0.999,0,0,0,0,69.8956789,0.000524,-0.000524,160.66805,0.00613,-0.00613,0.872,0.064,-0.584,5.276,0.182,-0.182,548.0,28.7,-28.7,3.04,0.62,-0.51,442.0,8.99,4.87,-3.09,21.9,1.0,1,5390.0,80.0,-72.0,4.303,0.17,-0.155,1.104,0.227,-0.185,296.69727,46.371712,14.552,1,2
11599937,0.024,0,0,0,0,37.6259039,0.000422,-0.000422,167.22072,0.00715,-0.00715,0.49,0.444,-0.285,3.91,0.256,-0.256,411.0,41.7,-41.7,1.81,0.48,-0.17,519.0,17.13,13.14,-4.56,11.7,1.0,1,5874.0,141.0,-177.0,4.542,0.034,-0.184,0.871,0.233,-0.078,285.45917,49.661942,15.013,1,1
3348082,0.912,0,0,0,0,33.1981761,0.000376,-0.000376,142.09873,0.00939,-0.00939,0.826,0.133,-0.571,4.709,0.295,-0.295,337.0,29.7,-29.7,3.21,0.5,-0.81,678.0,49.9,20.8,-23.44,11.8,3.0,1,5570.0,83.0,-72.0,4.066,0.21,-0.09,1.548,0.241,-0.391,292.92276,38.47728,15.035,1,2
8037145,0.905,0,0,0,0,51.1658019,0.000431,-0.000431,172.30921,0.00673,-0.00673,0.817,0.04,-0.564,4.637,0.194,-0.194,259.0,22.0,-22.0,1.51,0.05,-0.11,398.0,5.96,0.9,-1.14,12.2,4.0,1,4963.0,81.0,-74.0,4.501,0.072,-0.022,0.826,0.032,-0.06,294.66797,43.85326,14.55,1,2
8949925,0.984,0,0,0,0,13.2511214,0.000202,-0.000202,141.178,0.0103,-0.0103,0.231,0.222,-0.231,4.996,0.249,-0.249,267.0,19.6,-19.6,1.98,0.32,-0.26,850.0,123.32,51.76,-36.26,15.2,1.0,1,5850.0,70.0,-88.0,4.297,0.12,-0.12,1.217,0.199,-0.163,290.73447,45.297791,15.085,1,1
3001885,0.0,0,0,1,0,2.67596808,1.75e-05,-1.75e-05,133.70492,0.00522,-0.00522,0.115,0.338,-0.115,2.021,0.17,-0.17,421.0,30.3,-30.3,1.57,0.08,-0.16,998.0,234.19,65.47,-70.09,17.5,1.0,1,4732.0,170.0,-170.0,4.53,0.072,-0.036,0.795,0.043,-0.079,294.0704,38.181702,15.596,0,0
4851338,0.0,0,0,1,1,1.23516416,1.57e-05,-1.57e-05,131.99301,0.00951,-0.00951,0.678,0.274,-0.457,4.713,0.451,-0.451,64.6,6.2,-6.2,0.92,0.25,-0.11,1866.0,2861.14,2330.83,-928.95,13.0,1.0,1,6249.0,174.0,-217.0,4.428,0.06,-0.18,1.076,0.296,-0.127,295.86285,39.96711,15.005,0,0
8558011,1.0,0,0,0,0,0.638162933,1.92e-06,-1.92e-06,131.74826,0.00256,-0.00256,0.092,0.376,-0.092,1.2313,0.0892,-0.0892,110.0,7.8,-7.8,0.91,0.21,-0.13,1874.0,2928.31,2160.65,-1083.57,17.6,2.0,1,5244.0,203.0,-184.0,4.449,0.112,-0.192,0.888,0.197,-0.131,291.05722,44.632381,14.405,1,2
11013201,0.632,0,0,0,0,13.11896244,6.04e-06,-6.04e-06,261.539434,0.000329,-0.000329,0.042,0.271,-0.042,4.3045,0.0122,-0.0122,372.0,1.5,-1.5,8.25,0.45,-2.5,1768.0,2310.43,419.83,-1290.11,267.4,1.0,1,7221.0,114.0,-171.0,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275,1,1
8037145,1.0,0,0,0,0,5.433132902,9.53e-06,-9.53e-06,138.36644,0.00148,-0.00148,0.72,0.174,-0.479,2.4012,0.0411,-0.0411,328.0,10.7,-10.7,1.61,0.06,-0.12,841.0,118.56,17.92,-22.55,33.1,3.0,1,4963.0,81.0,-74.0,4.501,0.072,-0.022,0.826,0.032,-0.06,294.66797,43.85326,14.55,1,2
