DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.972,4.85018974,5.85e-05,-5.85e-05,135.31157,0.00862,-0.00862,0.985,0.027,-0.69,5.676,0.158,-0.158,64.5,4.5,-4.5,1.1,0.35,-0.12,1098.0,344.04,328.83,-106.43,15.8,1.0,6032.0,168.0,-210.0,4.485,0.054,-0.216,0.973,0.315,-0.105,293.31827,41.116669,13.809,1,1
1.0,7.5844241,0.000285,-0.000285,137.847,0.0497,-0.0497,0.815,0.032,-0.569,3.918,0.125,-0.125,1010.0,47.0,-47.0,5.83,1.78,-1.59,1228.0,537.4,484.24,-298.58,23.8,2.0,6264.0,177.0,-265.0,4.133,0.2,-0.18,1.651,0.502,-0.451,294.55789,40.850498,14.624,1,2
0.0,8.4805019,0.000212,-0.000212,135.8339,0.0204,-0.0204,0.972,0.008,-0.673,8.345,0.515,-0.515,165.0,17.6,-17.6,1.26,0.18,-0.13,781.0,87.82,42.81,-25.39,11.0,1.0,5555.0,181.0,-165.0,4.554,0.085,-0.085,0.737,0.106,-0.077,298.85892,46.697208,15.313,0,0
0.0,0.92225589,1.92e-05,-1.92e-05,131.8088,0.0167,-0.0167,0.992,0.01,-0.681,4.227,0.482,-0.482,33.0,5.6,-5.6,1.29,0.29,-0.44,2206.0,5614.19,3999.9,-3445.3,7.1,1.0,5631.0,186.0,-169.0,4.114,0.322,-0.138,1.485,0.336,-0.504,286.37338,37.919003,12.352,0,0
0.919,58.601926,0.000579,-0.000579,137.66825,0.00465,-0.00465,0.392,0.069,-0.392,5.522,0.192,-0.192,396.0,24.0,-24.0,2.06,0.68,-0.22,508.0,15.8,15.23,-4.99,19.1,1.0,6250.0,169.0,-225.0,4.44,0.07,-0.224,1.019,0.335,-0.112,297.72314,47.112659,14.649,1,2
0.922,8.94337724,4.42e-05,-4.42e-05,137.30234,0.00407,-0.00407,0.163,0.292,-0.163,2.469,0.128,-0.128,215.0,13.4,-13.4,1.48,0.4,-0.26,946.0,188.93,153.04,-76.13,18.4,1.0,6074.0,181.0,-181.0,4.375,0.149,-0.182,1.005,0.27,-0.18,296.45575,39.598591,14.169,1,1
0.0,3.7228551,4.85e-06,-4.85e-06,179.30315,0.00106,-0.00106,0.911,0.002,-0.002,12.8164,0.0756,-0.0756,2970.0,12.6,-12.6,5.67,1.35,-0.45,1118.0,368.33,251.92,-91.77,294.8,1.0,5873.0,141.0,-177.0,4.547,0.04,-0.16,0.863,0.205,-0.068,291.98337,41.555111,15.513,0,0
0.0,0.566791946,4.01e-06,-4.01e-06,131.8145,0.00731,-0.00731,0.982,0.007,-0.698,2.77,0.131,-0.131,126.0,11.6,-11.6,1.54,0.43,-0.15,2160.0,5129.25,4394.34,-1473.42,14.1,1.0,5836.0,182.0,-203.0,4.5,0.037,-0.2,0.97,0.273,-0.091,291.10468,42.645309,15.915,0,0
0.0,472.2265706,0.000123,-0.000123,363.713605,0.000154,-0.000154,0.876,0.039,-0.043,4.8732,0.0104,-0.0104,156000.0,304.0,-304.0,48.18,13.7,-4.3,217.0,0.52,0.43,-0.14,584.6,1.0,5763.0,155.0,-172.0,4.557,0.035,-0.184,0.842,0.239,-0.075,288.74359,43.351089,15.911,0,0
0.0,6.85567248,3.01e-05,-3.01e-05,136.01953,0.00344,-0.00344,0.479,0.011,-0.444,2.268,0.135,-0.135,198.0,13.6,-13.6,1.27,0.39,-0.1,897.0,153.07,140.03,-37.99,17.2,1.0,5734.0,156.0,-173.0,4.538,0.037,-0.213,0.883,0.275,-0.069,288.88123,44.959209,14.738,0,0
1.0,13.19322809,3.21e-05,-3.21e-05,175.6096,0.00203,-0.00203,0.005,0.434,-0.005,5.0036,0.0726,-0.0726,586.0,12.4,-12.4,2.94,0.5,-0.37,862.0,130.35,56.52,-36.13,50.9,1.0,5946.0,71.0,-79.0,4.309,0.11,-0.121,1.223,0.207,-0.155,294.71017,39.8251,14.606,1,2
0.001,36.0054414,0.000318,-0.000318,144.34331,0.00694,-0.00694,0.745,0.056,-0.522,3.262,0.296,-0.296,118.0,10.4,-10.4,3.33,0.54,-1.1,1024.0,259.71,128.63,-158.73,14.6,1.0,7048.0,172.0,-246.0,3.797,0.252,-0.108,2.838,0.469,-0.938,300.66025,45.853519,12.477,0,0
0.995,57.7749373,0.000984,-0.000984,154.2915,0.0119,-0.0119,0.044,0.409,-0.044,4.731,0.509,-0.509,284.0,30.7,-30.7,1.85,0.59,-0.2,524.0,17.82,16.58,-5.79,10.4,1.0,6277.0,174.0,-239.0,4.417,0.065,-0.208,1.097,0.346,-0.123,297.19424,48.322891,14.753,1,1
0.974,12.4128518,9.94e-05,-9.94e-05,140.35679,0.00702,-0.00702,0.711,0.251,-0.505,4.298,0.174,-0.174,108.0,6.5,-6.5,1.5,0.24,-0.27,933.0,179.24,81.22,-67.14,19.4,1.0,5945.0,118.0,-118.0,4.196,0.168,-0.112,1.346,0.214,-0.238,291.4743,44.68351,13.539,1,2
1.0,4.94330596,1.53e-05,-1.53e-05,135.57568,0.00241,-0.00241,0.928,0.02,-0.628,2.9334,0.0676,-0.0676,126.0,5.3,-5.3,1.41,0.19,-0.13,1058.0,296.74,109.95,-66.93,27.7,1.0,5661.0,76.0,-84.0,4.415,0.076,-0.114,1.008,0.141,-0.094,283.99509,39.917,12.697,1,1
0.0,4.859386384,1.27e-06,-1.27e-06,173.011469,0.000207,-0.000207,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6040.0,27.2,-27.2,38.33,12.8,-4.27,1114.0,364.23,358.71,-118.09,269.7,1.0,6072.0,168.0,-232.0,4.47,0.056,-0.224,0.988,0.33,-0.11,292.21436,40.759762,15.311,0,0
0.0,10.36855269,4.08e-07,-4.08e-07,132.718439,3.26e-05,-3.26e-05,0.978,0.01,-0.108,4.37878,0.00126,-0.00126,153000.0,22.7,-22.7,61.14,16.7,-9.0,845.0,120.48,96.81,-42.88,3170.1,1.0,5855.0,158.0,-175.0,4.418,0.124,-0.186,0.944,0.258,-0.139,296.0968,49.643829,14.545,0,0
0.0,0.996023763,6.77e-06,-6.77e-06,132.16613,0.00564,-0.00564,1.147,0.341,-0.163,5.412,0.461,-0.461,98.3,5.9,-5.9,18.36,5.97,-2.56,1991.0,3727.96,3683.65,-1333.18,21.3,1.0,6110.0,193.0,-214.0,4.387,0.09,-0.21,1.077,0.35,-0.15,298.56668,40.128239,14.705,0,0
0.0,0.530967171,8.2e-08,-8.2e-08,131.725385,0.000128,-0.000128,0.84,0.064,-0.06,3.8102,0.0231,-0.0231,378000.0,808.0,-808.0,92.29,26.8,-11.5,2312.0,6728.14,5635.99,-2109.21,671.9,1.0,5951.0,148.0,-163.0,4.439,0.084,-0.196,0.991,0.288,-0.123,288.89041,44.61702,10.292,0,0
1.0,12.46600444,5.54e-06,-5.54e-06,134.003258,0.000376,-0.000376,0.209,0.094,-0.209,5.0066,0.0198,-0.0198,2230.0,8.1,-8.1,5.65,0.89,-0.9,897.0,152.76,69.26,-53.05,304.6,1.0,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247,1,2
0.0,28.48710734,5.04e-06,-5.04e-06,132.872485,0.00014,-0.00014,1.175,0.032,-0.033,3.77887,0.00709,-0.00709,37700.0,60.3,-60.3,116.84,21.6,-40.1,963.0,202.98,110.67,-124.62,658.2,1.0,6351.0,154.0,-173.0,3.814,0.285,-0.095,2.385,0.441,-0.819,295.98428,49.130249,13.363,0,0
0.0,373.74691,0.0204,-0.0204,259.9281,0.0359,-0.0359,0.834,0.117,-0.586,28.37,1.1,-1.1,622.0,43.6,-43.6,2.65,0.9,-0.28,260.0,1.08,1.09,-0.34,16.2,1.0,6131.0,182.0,-219.0,4.497,0.056,-0.224,0.945,0.321,-0.1,290.02124,43.402161,15.193,0,0
0.989,64.034363,0.00104,-0.00104,159.0432,0.0138,-0.0138,0.985,67.52,-0.042,9.174,0.555,-0.555,759.0,53.7,-53.7,3.47,0.8,-0.32,411.0,6.72,4.63,-1.76,16.9,1.0,5691.0,155.0,-155.0,4.561,0.05,-0.15,0.783,0.181,-0.072,284.11978,40.524281,15.341,1,1
0.968,2.896005211,4.32e-06,-4.32e-06,133.61228,0.00118,-0.00118,0.082,0.256,-0.082,1.6776,0.0345,-0.0345,614.0,23.2,-23.2,1.23,0.08,-0.13,652.0,42.53,9.92,-11.21,28.6,4.0,3731.0,73.0,-83.0,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801,1,2
0.932,40.606895,0.000189,-0.000189,199.25748,0.00343,-0.00343,0.494,0.413,-0.292,5.756,0.114,-0.114,658.0,21.2,-21.2,2.67,0.38,-0.3,521.0,17.4,6.45,-4.57,36.3,1.0,5538.0,74.0,-83.0,4.384,0.116,-0.105,1.027,0.144,-0.118,295.4328,40.648239,14.56,1,2
0.0,21.92866538,1.1e-05,-1.1e-05,135.528574,0.000418,-0.000418,0.931,0.017,-0.012,9.7526,0.0243,-0.0243,22200.0,52.2,-52.2,65.97,14.5,-9.65,983.0,220.41,125.19,-67.34,664.6,1.0,5001.0,67.0,-60.0,3.469,0.125,-0.137,3.028,0.664,-0.443,297.31741,39.877972,10.946,0,0
0.973,76.7324556,0.00034,-0.00034,200.6722,0.00342,-0.00342,0.462,0.424,-0.253,6.243,0.12,-0.12,686.0,21.2,-21.2,3.08,0.49,-0.4,473.0,11.86,5.26,-3.59,34.3,2.0,5951.0,107.0,-119.0,4.319,0.12,-0.12,1.155,0.184,-0.151,294.11075,38.710232,13.838,1,2
0.0,0.566790294,3.42e-06,-3.42e-06,131.83481,0.00551,-0.00551,0.393,0.113,-0.393,3.641,0.176,-0.176,64.0,4.0,-4.0,0.89,0.26,-0.14,2432.0,8244.38,7287.58,-3143.59,22.6,1.0,6100.0,181.0,-200.0,4.358,0.128,-0.192,1.093,0.322,-0.174,291.19955,42.686722,14.897,0,0
0.0,1.592634161,7.01e-07,-7.01e-07,132.328769,0.0005,-0.0005,0.877,0.012,-0.011,8.9488,0.0126,-0.0126,155000.0,158.0,-158.0,100.2,27.0,-33.0,2255.0,6128.09,4886.7,-3736.14,1207.6,1.0,6574.0,181.0,-227.0,4.061,0.264,-0.176,1.768,0.477,-0.583,291.76633,37.097191,14.915,0,0
0.0,36.97708808,8.51e-05,-8.51e-05,133.62681,0.00195,-0.00195,1.246,70.6,-0.102,4.737,0.101,-0.101,1270.0,25.5,-25.5,38.6,11.6,-11.6,602.0,31.08,28.03,-17.42,59.2,1.0,5589.0,169.0,-152.0,4.193,0.3,-0.2,1.239,0.371,-0.371,288.44287,41.17218,13.698,0,0
0.0,2.189098506,2.01e-06,-2.01e-06,132.080937,0.000855,-0.000855,1.258,0.46,-0.085,5.1498,0.0364,-0.0364,2530.0,15.8,-15.8,29.7,8.5,-2.84,1288.0,651.22,574.61,-184.82,194.9,1.0,5681.0,186.0,-186.0,4.551,0.034,-0.195,0.859,0.246,-0.082,285.87671,39.685951,15.753,0,0
0.999,38.0970717,0.000308,-0.000308,140.00353,0.00659,-0.00659,0.953,0.019,-0.688,4.307,0.21,-0.21,913.0,59.1,-59.1,1.58,0.2,-0.21,242.0,0.81,0.3,-0.25,17.0,1.0,3554.0,71.0,-80.0,4.867,0.055,-0.055,0.398,0.049,-0.054,294.36609,49.915058,15.931,1,2
1.0,19.30581662,7.89e-05,-7.89e-05,373.18998,0.00269,-0.00269,0.001,0.419,-0.001,4.2902,0.0808,-0.0808,709.0,20.7,-20.7,4.0,0.62,-0.93,815.0,104.41,43.45,-46.1,36.3,1.0,5661.0,85.0,-77.0,4.09,0.203,-0.087,1.522,0.236,-0.353,288.91644,39.594711,15.151,1,2
0.0,14.19984009,1.79e-06,-1.79e-06,135.748091,0.000102,-0.000102,0.772,0.008,-0.008,5.98531,0.00551,-0.00551,215000.0,166.0,-166.0,85.76,22.2,-27.1,907.0,159.99,125.37,-94.54,1408.6,1.0,5864.0,176.0,-193.0,4.139,0.299,-0.161,1.414,0.366,-0.447,282.66821,46.16013,13.135,0,0
0.0,15.58279473,2.99e-06,-2.99e-06,135.112903,0.000168,-0.000168,0.759,0.012,-0.001,3.76683,0.00901,-0.00901,52800.0,259.0,-259.0,14.0,0.44,-0.66,397.0,5.86,0.7,-0.82,439.3,1.0,3849.0,50.0,-50.0,4.703,0.032,-0.012,0.546,0.017,-0.026,284.62024,38.969501,15.368,0,0
0.571,89.945828,0.00172,-0.00172,133.5634,0.0169,-0.0169,0.171,0.29,-0.171,2.286,0.539,-0.539,336.0,71.2,-71.2,3.46,2.21,-2.21,509.0,15.86,32.13,-14.02,6.6,2.0,5115.0,153.0,-138.0,3.819,0.791,-0.339,1.924,1.231,-1.231,289.72791,41.612289,13.64,1,1
1.0,18.6848377,5.27e-05,-5.27e-05,136.14587,0.00229,-0.00229,0.405,0.073,-0.405,3.7965,0.0859,-0.0859,1250.0,32.0,-32.0,1.93,0.11,-0.11,402.0,6.16,1.26,-1.13,41.2,1.0,4156.0,83.0,-91.0,4.712,0.027,-0.03,0.545,0.03,-0.03,299.26804,45.227428,15.434,1,2
0.0,4.70818628,1.85e-05,-1.85e-05,137.0593,0.00323,-0.00323,1.082,56.92,-0.023,3.278,0.167,-0.167,56500.0,2650.0,-2650.0,42.99,13.4,-4.19,1046.0,282.41,251.31,-76.09,24.7,1.0,5868.0,141.0,-158.0,4.53,0.037,-0.212,0.894,0.278,-0.087,291.61008,42.759762,13.279,0,0
0.0,11.03571773,2.51e-05,-2.51e-05,137.28413,0.00316,-0.00316,0.911,0.047,-0.051,5.62958,0.00726,-0.00726,145000.0,167.0,-167.0,70.42,18.8,-20.6,991.0,227.54,186.19,-128.95,959.6,1.0,6201.0,197.0,-219.0,4.213,0.258,-0.172,1.23,0.328,-0.36,293.3472,46.25544,14.916,0,0
0.0,7.702374154,5.63e-06,-5.63e-06,137.563452,0.000596,-0.000596,3.346,60.06,-0.509,3.8459,0.029,-0.029,18400.0,136.0,-136.0,225.25,49.1,-21.2,825.0,109.38,71.27,-29.95,157.2,1.0,5598.0,152.0,-169.0,4.565,0.038,-0.152,0.83,0.181,-0.078,292.7399,42.359402,15.144,0,0
0.0,1.89134156,3.16e-05,-3.16e-05,132.6518,0.0142,-0.0142,0.739,0.224,-0.498,5.891,0.615,-0.615,68.4,8.3,-8.3,0.99,0.29,-0.13,1673.0,1856.23,1625.33,-621.13,10.3,1.0,6387.0,172.0,-211.0,4.41,0.065,-0.195,1.105,0.33,-0.141,289.79056,38.52906,15.343,0,0
1.0,29.39337161,7.21e-05,-7.21e-05,209.06737,0.00189,-0.00189,0.512,0.356,-0.302,7.0445,0.0664,-0.0664,327.0,4.9,-4.9,2.5,0.07,-0.05,698.0,55.98,7.91,-5.79,69.7,1.0,6075.0,122.0,-97.0,4.264,0.012,-0.012,1.352,0.036,-0.03,285.19,46.027962,11.485,1,2
0.0,0.566785459,6.13e-06,-6.13e-06,131.82998,0.00792,-0.00792,0.588,0.03,-0.488,2.893,0.407,-0.407,63.8,5.1,-5.1,0.84,0.26,-0.09,2280.0,6410.46,6116.2,-2077.95,16.5,1.0,6063.0,190.0,-253.0,4.476,0.052,-0.208,1.012,0.318,-0.106,291.19305,42.556541,15.329,0,0
0.999,15.604841,0.000133,-0.000133,131.9989,0.00654,-0.00654,0.715,0.234,-0.497,4.543,0.172,-0.172,73.4,5.0,-5.0,1.57,0.32,-0.48,1013.0,248.62,153.97,-144.65,15.3,1.0,6254.0,174.0,-212.0,4.019,0.266,-0.114,1.706,0.349,-0.524,298.20261,44.925831,13.096,1,2
1.0,5.94565516,1.69e-05,-1.69e-05,133.99359,0.00214,-0.00214,0.229,0.228,-0.229,2.1604,0.0711,-0.0711,401.0,16.6,-16.6,1.12,0.06,-0.07,568.0,24.71,4.95,-4.57,28.5,1.0,3974.0,79.0,-79.0,4.7,0.027,-0.027,0.564,0.03,-0.034,284.47653,46.252579,15.026,1,2
0.0,1.854491777,2.26e-07,-2.26e-07,132.4915806,9.52e-05,-9.52e-05,0.285,0.007,-0.003,5.14771,0.00653,-0.00653,383000.0,557.0,-557.0,63.08,17.5,-9.43,1511.0,1232.64,976.35,-443.67,1070.6,1.0,5843.0,140.0,-176.0,4.413,0.105,-0.18,0.99,0.274,-0.148,298.73633,47.37743,13.344,0,0
0.0,1.89132292,2.13e-05,-2.13e-05,132.6489,0.0106,-0.0106,0.709,0.032,-0.511,5.607,0.308,-0.308,16.0,1.3,-1.3,0.9,0.22,-0.19,2799.0,14532.55,10324.52,-7152.6,14.8,1.0,8482.0,233.0,-400.0,4.089,0.131,-0.145,2.106,0.503,-0.453,289.87814,38.427269,12.417,0,0
0.0,2.113197701,2.04e-07,-2.04e-07,132.3310213,8.07e-05,-8.07e-05,0.909,0.117,-0.012,3.46341,0.00578,-0.00578,57300.0,72.0,-72.0,50.13,14.3,-14.3,1825.0,2624.42,2257.94,-1452.08,1048.1,1.0,6215.0,188.0,-206.0,4.138,0.258,-0.172,1.463,0.417,-0.417,296.91443,43.519451,13.774,0,0
1.0,23.3593589,0.000128,-0.000128,144.01826,0.00451,-0.00451,0.94,0.012,-0.651,5.389,0.187,-0.187,570.0,24.5,-24.5,2.98,0.99,-0.33,684.0,51.68,50.36,-16.41,25.9,1.0,6244.0,169.0,-225.0,4.46,0.054,-0.216,1.009,0.335,-0.112,292.46429,45.968288,15.347,1,1
1.0,37.9456138,0.000211,-0.000211,134.78331,0.00459,-0.00459,0.263,0.19,-0.263,4.093,0.127,-0.127,1030.0,49.3,-49.3,2.79,0.84,-0.23,515.0,16.61,14.79,-4.17,24.0,1.0,5861.0,157.0,-174.0,4.546,0.037,-0.2,0.865,0.263,-0.07,289.1427,46.812889,15.939,1,2
0.992,13.81733587,9.26e-05,-9.26e-05,135.03413,0.00537,-0.00537,0.967,0.015,-0.682,4.261,0.119,-0.119,223.0,12.2,-12.2,2.04,0.55,-0.37,781.0,88.04,70.3,-35.11,20.4,2.0,5735.0,155.0,-155.0,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578,14.35,1,2
1.0,205.385912,0.00205,-0.00205,284.18824,0.00674,-0.00674,0.008,0.42,-0.008,8.681,0.215,-0.215,1250.0,59.9,-59.9,2.11,0.18,-0.17,200.0,0.38,0.13,-0.11,24.3,1.0,4400.0,157.0,-157.0,4.659,0.035,-0.039,0.624,0.055,-0.05,290.25385,48.360821,15.558,1,1
0.0,21.3910125,0.000117,-0.000117,141.29764,0.00455,-0.00455,0.347,0.132,-0.347,3.512,0.154,-0.154,646.0,33.1,-33.1,1.72,0.19,-0.14,483.0,12.88,4.9,-3.14,25.1,1.0,4889.0,146.0,-131.0,4.637,0.031,-0.058,0.686,0.074,-0.056,290.28503,40.689362,14.985,0,0
0.999,9.82578495,3.79e-05,-3.79e-05,131.42495,0.00336,-0.00336,0.888,0.025,-0.629,5.2498,0.088,-0.088,433.0,12.7,-12.7,2.66,0.88,-0.3,935.0,180.36,176.45,-57.31,38.1,2.0,6246.0,167.0,-223.0,4.433,0.056,-0.224,1.092,0.365,-0.122,289.83011,50.586239,14.896,1,2
0.0,365.61087,0.0198,-0.0198,185.4567,0.0321,-0.0321,0.935,0.038,-0.696,16.102,0.849,-0.849,1120.0,100.0,-100.0,4.42,1.39,-0.6,273.0,1.32,1.26,-0.46,12.3,3.0,6060.0,191.0,-212.0,4.408,0.087,-0.203,1.068,0.337,-0.144,287.33807,44.918709,15.386,0,0
0.947,3.036208739,7.24e-06,-7.24e-06,134.06146,0.00265,-0.00265,0.111,0.328,-0.111,0.9324,0.0522,-0.0522,1820.0,87.7,-87.7,1.4,0.17,-0.15,520.0,17.31,6.27,-4.44,26.0,2.0,3464.0,69.0,-55.0,4.923,0.044,-0.044,0.328,0.04,-0.036,282.25021,44.921108,16.257,1,2
1.0,2.820190603,3.59e-06,-3.59e-06,170.787705,0.000973,-0.000973,0.614,0.266,-0.417,2.554,0.0354,-0.0354,468.0,8.4,-8.4,2.53,0.4,-0.27,1367.0,824.92,343.24,-199.16,64.2,1.0,5831.0,78.0,-78.0,4.359,0.095,-0.116,1.121,0.178,-0.118,285.79068,48.683262,14.665,1,2
0.001,1.146934644,3.93e-06,-3.93e-06,132.2666,0.00295,-0.00295,0.405,0.055,-0.404,1.7247,0.0915,-0.0915,256.0,15.5,-15.5,1.39,0.3,-0.14,1554.0,1382.04,980.95,-415.64,19.7,1.0,5423.0,193.0,-193.0,4.502,0.074,-0.147,0.862,0.189,-0.087,290.47311,37.9062,15.754,0,0
0.0,319.30633,0.0157,-0.0157,221.3106,0.0344,-0.0344,0.092,0.363,-0.092,6.74,1.1,-1.1,155.0,27.4,-27.4,1.26,0.43,-0.14,279.0,1.44,1.44,-0.46,7.2,1.0,6095.0,171.0,-214.0,4.459,0.056,-0.224,1.014,0.341,-0.114,292.33884,38.84491,13.327,0,0
1.0,19.57783279,3.7e-05,-3.7e-05,131.71421,0.00153,-0.00153,0.694,0.007,-0.509,1.9857,0.048,-0.048,433.0,13.5,-13.5,1.96,0.27,-0.09,621.0,35.14,13.8,-5.49,37.2,1.0,5620.0,100.0,-111.0,4.533,0.023,-0.113,0.884,0.123,-0.039,290.44067,38.52356,12.624,1,1
0.999,38.7149617,0.000251,-0.000251,134.0313,0.005,-0.005,0.691,0.053,-0.494,3.441,0.164,-0.164,695.0,46.3,-46.3,2.62,0.3,-0.21,498.0,14.55,4.53,-3.04,16.2,3.0,5445.0,81.0,-81.0,4.458,0.072,-0.096,0.937,0.105,-0.078,289.83542,49.82563,15.009,1,2
1.0,4.645382149,6.14e-06,-6.14e-06,134.58939,0.00107,-0.00107,0.154,0.22,-0.154,2.0271,0.0343,-0.0343,566.0,15.0,-15.0,1.33,0.08,-0.07,629.0,36.9,7.15,-6.71,40.4,5.0,4041.0,72.0,-88.0,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804,1,2
0.981,11.8061737,0.000152,-0.000152,138.2641,0.0107,-0.0107,0.905,0.059,-0.711,4.472,0.261,-0.261,88.1,9.4,-9.4,2.87,0.58,-0.94,1407.0,926.72,558.94,-554.52,10.1,2.0,6900.0,184.0,-204.0,3.843,0.259,-0.111,2.599,0.523,-0.85,281.97125,43.672771,12.082,1,1
0.0,4.326946311,1.49e-07,-1.49e-07,132.1921929,2.82e-05,-2.82e-05,0.482,0.003,-0.003,5.55905,0.00063,-0.00063,409000.0,33.7,-33.7,106.99,29.2,-35.7,1481.0,1137.15,938.8,-696.22,4247.8,1.0,6231.0,188.0,-207.0,4.078,0.35,-0.15,1.501,0.41,-0.501,301.16916,44.645962,13.253,0,0
0.0,1.544927524,2.74e-06,-2.74e-06,133.54909,0.00143,-0.00143,0.533,0.002,-0.462,1.0134,0.0535,-0.0535,139.0,7.0,-7.0,1.39,0.41,-0.19,1824.0,2606.96,2292.85,-914.58,25.4,1.0,6309.0,169.0,-207.0,4.34,0.108,-0.201,1.132,0.34,-0.157,294.18967,39.617119,13.643,0,0
1.0,7.01074295,2.52e-05,-2.52e-05,138.4027,0.00308,-0.00308,0.427,0.035,-0.427,2.1787,0.0955,-0.0955,223.0,12.3,-12.3,3.76,0.61,-1.14,1453.0,1054.63,448.28,-567.41,21.3,1.0,5814.0,78.0,-78.0,3.745,0.225,-0.09,2.476,0.402,-0.747,290.6333,40.13699,14.689,1,2
0.0,3.012476415,1.42e-07,-1.42e-07,132.2466206,4.18e-05,-4.18e-05,0.708,0.247,-0.041,3.31903,0.00589,-0.00589,198000.0,143.0,-143.0,58.77,17.2,-11.5,1388.0,879.89,786.52,-386.88,2060.3,1.0,6015.0,190.0,-212.0,4.329,0.162,-0.18,1.088,0.319,-0.213,294.14001,39.08987,14.776,0,0
0.994,29.92208104,6.9e-05,-6.9e-05,146.00807,0.00181,-0.00181,0.38,0.077,-0.38,2.7716,0.0571,-0.0571,345.0,10.7,-10.7,3.09,0.67,-0.89,782.0,88.52,59.07,-48.96,37.6,1.0,6127.0,186.0,-186.0,4.055,0.252,-0.108,1.637,0.354,-0.473,287.23676,43.567211,13.377,1,2
0.0,20.13147772,4.86e-06,-4.86e-06,189.390784,0.000187,-0.000187,1.279,0.325,-0.121,3.2806,0.0101,-0.0101,8240.0,23.4,-23.4,39.89,11.3,-3.77,670.0,47.49,39.59,-13.41,427.5,1.0,6003.0,161.0,-197.0,4.507,0.048,-0.192,0.932,0.265,-0.088,285.89124,44.181728,14.519,0,0
0.654,7.62210397,6.7e-05,-6.7e-05,138.65231,0.00704,-0.00704,0.323,0.125,-0.323,1.902,0.294,-0.294,146.0,20.1,-20.1,3.8,1.21,-2.61,1422.0,965.88,943.3,-882.42,9.2,1.0,5222.0,173.0,-157.0,3.556,0.936,-0.234,3.162,1.003,-2.174,300.00098,44.828499,13.629,1,1
0.0,1.25483232,1.24e-05,-1.24e-05,132.18633,0.00806,-0.00806,0.547,0.05,-0.45,2.67,0.297,-0.297,118.0,13.7,-13.7,2.89,0.46,-1.08,2748.0,13493.55,6742.33,-8741.95,11.4,1.0,6168.0,170.0,-170.0,3.75,0.308,-0.082,2.572,0.411,-0.958,297.13702,39.891842,13.298,0,0
0.0,558.21886,0.0116,-0.0116,419.8232,0.0151,-0.0151,0.022,0.516,-0.022,13.556,0.872,-0.872,1540.0,97.0,-97.0,3.1,0.66,-0.24,198.0,0.36,0.23,-0.08,19.1,1.0,5679.0,152.0,-152.0,4.581,0.036,-0.144,0.794,0.169,-0.061,295.06573,44.477032,15.326,1,1
0.0,25.95193721,1.1e-05,-1.1e-05,154.881253,0.000336,-0.000336,0.51,0.01,-0.011,15.9897,0.0217,-0.0217,399000.0,464.0,-464.0,123.34,30.5,-45.8,904.0,157.59,116.98,-103.78,915.3,1.0,6569.0,188.0,-236.0,4.008,0.357,-0.153,1.729,0.428,-0.642,293.69543,38.982792,9.277,0,0
0.0,137.759605,3.35e-05,-3.35e-05,173.16476,0.00019,-0.00019,0.776,0.009,-0.008,9.1713,0.0149,-0.0149,83300.0,138.0,-138.0,49.52,7.75,-18.0,396.0,5.81,2.42,-3.6,885.9,1.0,5323.0,79.0,-79.0,4.085,0.376,-0.094,1.452,0.227,-0.529,295.86691,42.062672,15.324,0,0
0.0,0.745086745,2.3e-06,-2.3e-06,131.82655,0.00294,-0.00294,0.626,0.335,-0.625,4.29,1.7,-1.7,270.0,31.8,-31.8,1.29,0.2,-0.1,1654.0,1775.23,892.86,-432.66,61.4,1.0,5325.0,143.0,-159.0,4.607,0.032,-0.104,0.75,0.122,-0.057,289.16986,48.06678,15.489,0,0
